educ,meduc,feduc,age,kids,black,east,northcen,west,farm,othrural,town,smcity,year
16,12,12,37,2,0,0,1,0,0,0,0,0,2014
16,18,18,35,2,0,0,1,0,0,0,0,1,2014
15,8,12,36,3,0,0,1,0,0,0,0,0,2014
16,4,14,36,2,1,0,1,0,1,0,0,0,2014
8,12,8,44,6,1,0,1,0,0,0,0,0,2014
13,12,10,38,2,0,0,1,0,0,0,0,0,2014
12,12,10,54,7,0,0,1,0,0,0,0,0,2014
13,11,10,46,1,1,1,0,0,0,0,0,0,2014
12,12,10,37,1,0,1,0,0,0,0,0,0,2014
16,10,9,44,3,0,1,0,0,0,0,0,0,2014
16,12,12,37,0,0,1,0,0,0,0,0,0,2014
14,10,11,41,3,0,1,0,0,0,0,1,0,2014
10,4,12,36,3,0,0,1,0,0,0,0,0,2014
10,9,11,40,3,0,0,1,0,0,0,0,1,2014
12,10,10,44,4,0,0,1,0,0,0,0,0,2014
15,12,12,43,4,0,0,0,1,0,0,0,1,2014
16,14,16,37,1,0,0,0,0,0,0,0,1,2014
16,12,12,36,0,0,0,0,0,1,0,0,0,2014
13,10,8,37,1,0,1,0,0,0,1,0,0,2014
12,11,16,52,0,0,0,0,0,0,0,0,0,2014
16,8,12,48,4,0,0,1,0,0,0,0,1,2014
7,11,9,47,1,1,0,0,0,1,0,0,0,2014
12,8,10,53,2,0,0,0,0,1,0,0,0,2014
18,20,20,35,3,0,0,0,0,0,0,1,0,2014
13,8,9,51,3,0,0,0,0,0,0,1,0,2014
12,5,12,48,0,0,1,0,0,0,0,0,0,2014
12,12,12,36,1,0,1,0,0,0,0,0,0,2014
12,14,10,48,1,0,1,0,0,0,0,0,1,2014
16,12,12,38,3,0,1,0,0,0,0,0,1,2014
12,11,12,37,3,0,1,0,0,0,0,0,0,2014
13,12,12,36,2,0,1,0,0,0,0,0,0,2014
17,17,14,36,1,0,1,0,0,0,0,0,0,2014
13,12,10,37,0,0,1,0,0,0,0,1,0,2014
12,12,14,46,5,0,1,0,0,0,0,0,0,2014
18,10,10,38,1,0,1,0,0,0,0,0,0,2014
20,16,12,41,3,0,0,0,0,0,0,0,0,2014
14,5,7,37,1,0,0,0,0,0,0,1,0,2014
14,9,8,45,1,0,0,0,0,0,0,1,0,2014
12,12,12,41,5,0,0,1,0,0,0,0,0,2014
16,12,12,43,0,1,0,0,0,0,0,0,1,2014
12,10,12,39,2,0,0,0,0,0,1,0,0,2014
13,7,10,36,1,0,1,0,0,0,0,1,0,2014
14,16,14,39,2,0,1,0,0,0,0,1,0,2014
12,9,9,46,4,0,1,0,0,0,0,0,1,2014
10,7,9,44,3,0,1,0,0,0,1,0,0,2014
15,8,6,38,3,0,1,0,0,0,0,0,0,2014
12,10,12,48,2,0,1,0,0,1,0,0,0,2014
9,6,6,48,3,0,1,0,0,0,0,0,0,2014
12,8,8,49,3,0,1,0,0,0,0,0,1,2014
12,12,11,37,2,0,1,0,0,0,0,0,0,2014
12,9,10,41,4,0,1,0,0,0,0,0,1,2014
12,9,10,46,1,0,1,0,0,0,0,1,0,2014
12,10,12,37,3,0,1,0,0,0,0,0,1,2014
10,12,10,48,4,0,1,0,0,1,0,0,0,2014
12,12,12,38,5,0,1,0,0,0,0,1,0,2014
16,20,18,43,3,0,1,0,0,0,0,1,0,2014
12,12,10,46,3,0,1,0,0,0,0,0,1,2014
12,11,9,37,3,0,0,1,0,0,0,0,0,2014
12,14,12,40,1,0,0,1,0,0,0,1,0,2014
10,6,6,48,1,0,0,0,0,1,0,0,0,2014
12,9,12,36,4,0,0,1,0,0,0,0,0,2014
18,11,10,45,1,0,0,1,0,0,0,1,0,2014
14,12,14,35,1,0,0,1,0,0,0,0,0,2014
12,9,3,39,4,1,0,1,0,0,0,0,1,2014
19,12,12,35,0,0,0,1,0,0,0,0,1,2014
16,8,8,52,3,0,0,1,0,0,0,1,0,2014
14,8,8,47,2,0,0,0,0,1,0,0,0,2014
12,12,12,49,1,0,0,1,0,1,0,0,0,2014
11,8,12,47,2,0,0,1,0,0,0,0,0,2014
12,12,11,35,0,0,0,1,0,0,0,0,0,2014
16,12,12,35,0,0,0,1,0,0,0,1,0,2014
14,8,12,35,0,0,0,1,0,0,0,1,0,2014
12,12,12,35,3,0,0,1,0,0,0,0,1,2014
12,12,12,35,2,0,0,1,0,0,1,0,0,2014
17,12,12,39,1,0,0,1,0,1,0,0,0,2014
13,12,8,40,2,0,0,1,0,0,0,0,1,2014
14,10,13,36,1,0,0,1,0,0,1,0,0,2014
12,8,8,45,2,0,0,1,0,0,0,1,0,2014
12,7,12,52,0,0,0,0,0,0,1,0,0,2014
16,12,16,35,2,0,0,0,0,0,0,1,0,2014
15,16,15,44,2,0,0,0,0,0,0,0,1,2014
18,13,13,36,1,0,0,0,0,0,0,1,0,2014
12,16,12,37,2,0,0,0,0,0,0,1,0,2014
16,6,12,54,3,0,0,0,0,0,0,1,0,2014
12,5,3,43,5,0,0,0,0,0,0,1,0,2014
6,4,5,38,7,0,0,0,0,0,0,1,0,2014
12,4,11,43,4,0,0,0,0,1,0,0,0,2014
12,4,8,43,2,0,0,0,0,0,0,1,0,2014
12,7,8,41,1,0,0,0,0,0,1,0,0,2014
8,3,6,51,2,0,0,0,0,1,0,0,0,2014
17,12,12,36,2,0,0,0,0,0,0,1,0,2014
16,12,12,42,2,0,0,0,0,0,0,1,0,2014
14,12,10,35,2,0,0,0,0,0,0,0,0,2014
12,11,12,37,3,0,0,0,0,0,0,1,0,2014
15,14,12,38,3,0,0,0,0,0,0,0,0,2014
12,3,5,39,0,0,0,0,0,0,1,0,0,2014
16,16,14,47,3,0,0,0,0,0,1,0,0,2014
13,12,16,43,3,0,0,0,0,0,0,0,0,2014
12,8,8,51,2,0,0,1,0,0,0,1,0,2014
12,5,2,48,2,0,0,0,0,0,0,1,0,2014
13,13,14,46,3,0,0,0,0,0,0,1,0,2014
16,8,14,36,0,0,0,0,1,0,0,0,0,2014
20,14,14,54,0,0,0,1,0,0,0,1,0,2014
9,6,12,37,2,0,0,1,0,0,0,0,1,2014
19,12,12,44,0,0,0,0,1,0,0,0,0,2014
15,17,15,35,1,0,0,1,0,0,0,0,0,2014
16,13,16,36,3,0,1,0,0,0,0,0,0,2014
12,12,12,45,4,0,0,0,1,0,0,0,1,2014
14,14,14,35,1,0,0,0,1,0,0,0,0,2014
14,8,6,37,0,0,0,0,1,0,0,1,0,2014
11,8,10,38,4,0,0,0,1,0,0,0,1,2014
13,12,12,41,4,0,0,0,1,0,0,1,0,2014
15,6,12,54,5,0,0,1,0,0,0,0,1,2014
13,5,12,48,2,0,0,0,0,0,0,1,0,2014
11,10,8,53,4,0,0,1,0,0,0,1,0,2014
17,11,8,52,0,0,1,0,0,1,0,0,0,2014
18,10,8,54,1,0,0,0,1,0,0,0,1,2014
12,12,12,43,5,0,0,0,1,0,0,1,0,2014
12,12,10,53,1,0,1,0,0,0,0,0,0,2014
14,16,10,44,0,0,1,0,0,0,0,0,0,2014
13,12,16,36,0,0,1,0,0,0,0,1,0,2014
13,14,14,48,2,0,1,0,0,0,0,1,0,2014
12,10,12,36,2,0,1,0,0,0,0,1,0,2014
12,6,9,43,2,0,1,0,0,0,0,1,0,2014
12,4,8,35,3,0,0,1,0,1,0,0,0,2014
12,11,12,36,2,0,0,1,0,1,0,0,0,2014
12,13,12,47,5,0,0,1,0,1,0,0,0,2014
12,4,12,45,3,0,0,1,0,1,0,0,0,2014
12,8,8,50,4,0,0,1,0,0,1,0,0,2014
9,8,8,42,2,0,0,1,0,1,0,0,0,2014
20,12,13,40,0,0,0,1,0,0,0,1,0,2014
16,12,12,36,0,0,0,1,0,0,0,1,0,2014
8,8,8,45,3,0,0,1,0,1,0,0,0,2014
13,17,13,41,3,0,0,1,0,0,0,1,0,2014
12,12,12,42,4,0,0,1,0,0,0,1,0,2014
12,8,10,49,5,0,0,1,0,1,0,0,0,2014
14,12,12,35,2,0,0,1,0,1,0,0,0,2014
16,9,10,42,3,0,0,1,0,0,0,1,0,2014
12,8,8,52,1,0,0,1,0,0,0,1,0,2014
12,10,10,51,5,0,0,1,0,0,0,1,0,2014
12,10,12,37,3,0,0,1,0,0,0,1,0,2014
12,8,12,37,2,0,0,1,0,0,0,1,0,2014
12,12,12,40,3,0,0,1,0,0,0,0,1,2014
12,12,12,40,2,0,0,1,0,0,0,1,0,2014
8,0,5,36,2,0,0,1,0,1,0,0,0,2014
12,10,10,47,3,0,0,0,0,1,0,0,0,2014
16,8,10,51,0,1,0,0,0,1,0,0,0,2014
11,7,9,51,3,1,0,0,0,1,0,0,0,2014
13,9,10,35,3,1,1,0,0,0,0,0,0,2014
12,3,4,50,2,0,0,0,0,1,0,0,0,2014
16,12,12,36,2,0,0,0,0,0,0,0,1,2014
13,8,11,44,1,0,0,0,1,0,0,0,1,2014
18,12,12,43,1,0,0,0,0,1,0,0,0,2014
14,15,14,38,2,0,0,0,0,0,0,0,0,2014
12,11,11,41,2,0,1,0,0,0,0,1,0,2014
12,5,7,45,2,0,0,0,0,1,0,0,0,2014
15,12,12,36,3,0,0,0,0,1,0,0,0,2014
12,3,8,40,2,0,0,0,0,0,1,0,0,2014
11,12,4,47,6,1,0,0,0,1,0,0,0,2014
7,3,8,36,3,0,0,0,0,0,1,0,0,2014
13,4,4,37,4,0,0,0,0,1,0,0,0,2014
9,7,8,40,1,0,0,0,0,1,0,0,0,2014
9,10,0,38,4,0,0,0,0,0,1,0,0,2014
13,12,12,38,3,0,0,0,1,0,0,0,1,2014
12,12,12,41,1,0,0,0,1,0,0,1,0,2014
19,10,15,42,0,0,0,0,1,0,0,1,0,2014
15,12,10,35,3,0,0,0,1,0,0,1,0,2014
12,12,12,46,2,0,0,1,0,1,0,0,0,2014
12,6,8,46,2,0,0,0,1,1,0,0,0,2014
